Artist,Song Title,Year,Tempo,Genre
Vonray,0,2003,108.011,post-grunge
Dionne Warwick,0,0,126.54,brill building pop
Les Ogres De Barback,0,1997,209.384,chanson
John Fogerty,0,2007,124.505,roots rock
Anne Dudley,0,2006,95.777,trip hop
Ivan Parker,0,0,84.922,country gospel
Darwin Hobbs,0,2005,111.417,religious music
THE AD LIBS,0,0,127.356,all-female
Sofia Karlsson,0,2009,152.338,chanson
Uriah Heep,0,1978,165.976,heavy metal
Eric Burdon,0,1999,138.593,blues-rock
Korn,0,0,150.017,rap metal
Jill Paquette,0,0,144.027,soft rock
PRE,0,2007,142.107,no wave
Lyrics Born,0,2006,110.925,hip hop
Humanzi,0,2006,158.972,dance-punk
David Tao,0,0,148.02,chinese music
P.O.D.,0,0,146.063,alternative metal
Julie Zenatti,0,0,134.882,chanson
Bob Wills,0,0,109.657,western swing
Chaotica,0,0,140.007,industrial rock
Pelle Carlberg,0,2007,155.07,twee pop
Eddy Raven,0,0,129.266,zydeco
Remmy Ongala,0,0,123.669,soukous
Gabriela Anders,0,1998,148.119,latin jazz
Carl Crack,0,1998,107.054,broken beat
Parachute Band,0,0,87.967,ccm
Michael Stanley Band,0,1980,151.716,heartland rock
Hunters,0,0,130.051,bhangra
Jason & The Scorchers,0,0,122.025,country rock
"Claire ElziA""re",0,0,163.066,indie
MAPtley CrA1/4e,0,1997,124.024,heavy metal
Sivuca & Camerata BrasAlica,0,0,152.282,brazilian jazz
Greater Vision,0,0,105.06,ccm
Theodore Shapiro,0,2006,131.409,country blues
Bill Murk,0,0,126.664,hard house
Marco Beltrami,0,0,202.578,soundtrack
Jere McAllister,0,0,126.319,deep house
Nando Lauria,0,0,143.212,latin jazz
Emotion Code,0,0,120.002,trance
Faith Hill & Tim McGraw,0,1999,146.85,country
Jimmy McCracklin,0,0,96.2,piano blues
Jesse Malin,0,2007,129.953,urban folk
Fredi,0,0,166.555,ballad
Tito Puente,0,1998,135.374,salsa
Daniel Johnston,0,2006,133.142,power pop
Radiohead,0,1993,115.906,british pop
Mister Ries,0,0,150.009,ghetto tech
Twila Paris,0,0,88.618,ccm
The Motors,0,0,154.167,power pop
Art Ensemble Of Chicago,0,0,121.611,country rock
Ill Harmonics,0,0,95.954,hip hop
Jimmy McCracklin,0,0,147.633,piano blues
Dropkick Murphys,0,1999,183.684,celtic punk
Leona Naess,0,2003,129.887,chanson
Set Your Goals,0,2009,99.024,pop punk
Jeff Wahl,0,2003,150.081,meditation
Solitaire,0,0,120.27,deep house
Shelby Lynne,0,2008,100.848,country rock
Circular,0,0,91.397,chill-out
Bullethole,0,0,168.009,thrash core
Lady GaGa,0,2008,86.499,dance pop
Tracy Byrd,0,2007,96.068,honky tonk
Vrse Murphy,0,0,99.106,dj
The Dee Jays,0,0,133.974,freakbeat
Nerf Herder,0,0,135.083,post-grunge
YGGDRASIL,0,0,104.186,viking metal
Moraes Moreira,0,0,193.99,latin jazz
Prozak,0,0,200.004,rap
Blackbyrds,0,0,194.922,jazz funk
Shaggy,0,2007,99.994,reggae
Los Fabulosos Cadillacs,0,1999,106.798,ska
Big Rich featuring Devo,0,0,94.378,hyphy
Johann KAPhnich,0,0,124.015,german
Anthony Watson,0,0,120.211,lovers rock
Mix Mob,0,0,90.621,rapcore
Flexy,0,0,126.034,eurodance
FU-Schnickens,0,1994,90.846,comedy rap
Sugar Minott,0,1984,152.91,roots reggae
Birmingham Jubilee Singers,0,0,90.942,gospel
Christos Dantis,0,0,166.138,pop rock
Valient Thorr,0,2006,91.858,heavy metal
Lizzy Borden,0,1985,145.883,heavy metal
Northern State,0,2004,129.352,hip hop
Johnny Copeland,0,0,120.765,texas blues
Brenda Lee,0,1995,107.073,ballad
Patience Dabany,0,1994,124.293,soukous
Marcio Faraco,0,2002,134.777,latin jazz
Patrick Saint-Eloi,0,0,106.633,zouk
Akissa,0,0,112.864,hip hop
Marty Robbins,0,0,119.324,country rock
Eric B. & Rakim,0,1988,219.94,hip hop
Vince Guaraldi,0,1964,74.255,latin jazz
Humanzi,0,0,120.948,dance-punk
Aerosmith,0,1991,103.976,blues-rock
Aswad,0,0,199.826,roots reggae
Cindy Morgan,0,0,92.411,ccm
DJ X-Change,0,0,160.045,ghetto tech
Mighty Mighty Bosstones,0,1989,186.6,ska punk
Isabelle Adjani,0,1983,130.273,chanson
Tina Ann,0,2003,127.926,progressive house
Chet Atkins,0,0,96.031,honky tonk
Urge Overkill,0,1993,152.468,hard rock
JK,0,0,131.991,dance music
Cam'Ron,0,2004,110.064,hip hop
Harry Connick_ Jr.,0,0,60.882,rock
An Cafe,0,0,150.03,dance rock
Kyle Eastwood,0,2006,100.175,hard bop
U.K. Subs,0,1993,103.971,oi
Fernando Ortega,0,2003,55.619,ccm
The Winans,0,0,113.799,ccm
themselves,0,2009,116.915,experimental pop
Niraj Chag,0,0,114.993,trip hop
ZTrip,0,0,119.948,turnablism
Murphy Lee / Zee,0,2003,92.043,pop rap
Leaders Of The New School,0,1993,97.292,hip hop
Esperanza Spalding / Leo Genovese,0,2008,171.99,latin jazz
Marshall Crenshaw,0,2003,121.837,power pop
Streetwize,0,0,185.93,smooth jazz
Roy Roberts,0,1997,114.512,soul blues
Chris Rea,0,1985,168.932,soft rock
Luis Alberto Spinetta,0,0,136.846,rock 'n roll
Pitch Black,0,0,130.956,chill-out
BoDeans,0,2010,147.944,roots rock
DJ Isaac,0,0,94.535,gabba
Stone Temple Pilots,0,2003,134.982,grunge
Damita,0,0,160.04,christian music
Dark Distant Spaces,0,0,162.843,post-grunge
Neeme Jarvi,0,0,91.485,easy listening
Mint Condition,0,1999,97.748,new jack swing
Sukhwinder Singh;Jaspinder Narula,0,0,99.015,desi
Shay Torrent,0,0,130.14,easy listening
The Twinkle Brothers,0,0,130.519,roots reggae
We Five,0,0,66.374,close harmony
Silverstein,0,2006,150.13,post-hardcore
Tin Hat Trio,0,2000,86.826,chamber jazz
Andy & Lucas,0,2005,96.002,flamenco
Lennie Tristano,0,1994,200.876,free jazz
Fast Eddie,0,0,181.743,hip house
"Claire ElziA""re",0,0,97.671,indie
Erin O'Donnell,0,0,96.127,ccm
Black Debbath,0,2001,124.448,blues
SANSHIRO,0,0,140.143,los angeles
Serge Desaunay,0,0,131.842,gypsy jazz
Leaders Of The New School,0,1993,101.87,hip hop
Los Cumbieros Del Sur,0,0,159.533,charanga
Eagles Of Death Metal,0,2009,144.398,stoner rock
Papa Wemba,0,0,136.442,soukous
Unwritten Law,0,1996,201.269,post-grunge
Bimbo Band,0,0,85.01,reggaeton
The Even Dozen Jug Band,0,0,132.582,jug band
John Ottman,0,2006,61.587,acid jazz
Opals,0,0,131.641,chicago soul
Free,0,0,129.042,blues-rock
Emit,0,0,136.871,ambient black metal
Lil' Band O' Gold,0,2000,146.817,zydeco
Bow Wow Wow,0,0,126.501,dance rock
John Frizzell,0,0,147.692,soundtrack
Alexander O'Neal,0,2008,160.033,dance pop
Annie Lennox,0,1992,125.03,soft rock
Tree,0,0,146.851,ska punk
M.A. Numminen,0,2002,110.589,german pop
Goose,0,2006,122.956,modern rock
Remmy Ongala,0,2007,94.72,soukous
The Black Crowes,0,2009,178.299,blues-rock
Leo Dan,0,0,171.91,brutal death metal
Shunza,0,0,63.993,chinese music
Mil featuring Petey Pablo,0,0,159.837,visual kei
Peggy Zina,0,0,140.04,modern laika
Casual,0,0,136.248,hip hop
Alceu ValenASSa,0,1998,157.111,brazilian pop music
Rockabye Baby!,0,0,100.043,lullaby
Mudhoney,0,2008,145.179,grunge
Ned Nash Orchestra,0,0,118.683,soundtrack
Jane's Addiction,0,0,84.694,alternative metal
Quinteto Violado,0,0,155.062,brazilian pop music
Winifred Phillips,0,2009,144.835,game
Roj,0,0,156.062,experimental pop
The Misfits,0,1982,93.703,horror punk
Beatnuts with Lil' Donny,0,0,117.298,grime
Wyclef Jean,0,1997,87.965,hip hop
Shakira,0,2001,179.486,dance pop
Hushabye Baby,0,0,147.964,country
Swallow The Sun,0,2007,165.908,sympho black metal
Hem,0,2000,123.018,folk-pop
Mance Lipscomb,0,0,160.979,texas blues
K's Choice,0,0,167.263,post-grunge
Small Faces,0,1965,159.418,rock 'n roll
Maximilian Hecker,0,2001,146.184,chamber pop
Alexandre Desplat,0,2005,183.956,soundtrack
White Willow,0,2006,112.767,folk rock
Bad Brains,0,1995,105.453,hardcore punk
Motograter,0,2003,143.932,post-grunge
Melvins,0,2008,113.386,sludge metal
The Funeral Pyre,0,2006,227.302,blackened death metal
Maria Forde,0,0,119.283,los angeles
Fountains Of Wayne,0,1999,115.686,power pop
Colin James,0,1995,154.548,blues
Shadows Fall,0,2000,194.238,power metal
Hushabye Baby,0,0,74.983,country
DJ Nasty,0,0,86.664,bass music
Elva Hsiao,0,0,122.9,j pop
John Davis,0,0,88.991,jazz fusion
Barry Goldberg,0,0,96.17,easy listening
Konstantinos Galanos,0,0,75.532,greek
The Real Kids,0,1977,104.775,power pop
Jean Ferret,0,1991,124.089,gypsy jazz
Frederik,0,0,174.682,tech house
Jo Privat,0,0,196.446,gypsy jazz
Willie Clancy,0,0,202.266,disco
Mae West,0,2006,81.882,modern rock
LORE,0,0,125.984,trip hop
The Summer Obsession,0,2006,79.935,pop punk
Dabbler,0,0,0.0,ragga jungle
Messy Marv,0,0,165.976,gangster rap
Dons,0,2006,132.197,rock 'n roll
Beth Nielsen Chapman,0,1997,119.99,singer-songwriter
The Roches,0,1990,135.011,singer-songwriter
Bukka White,0,1940,96.002,delta blues
The Rambos,0,0,128.867,southern gospel
Lennie Tristano,0,0,119.092,free jazz
My Chemical Romance,0,2008,92.645,emo
Emile Vacher,0,0,227.236,chanson
Gloria Lasso,0,0,94.351,europop
The Steeles,0,0,49.146,southern gospel
Static-X,0,2005,120.539,industrial metal
Iggy Pop,0,1990,131.813,hard rock
Radiohead,0,0,87.279,british pop
David Summers,0,0,142.431,pop
Tanya Chua,0,0,154.976,mandarin pop
Britney Spears,0,2000,107.969,dance pop
Wanda De Sah,0,0,182.974,samba
Billie Jo Spears,0,1976,101.626,classic country
Starski and Clutch,0,0,151.864,ghetto tech
Gary Moore,0,1992,86.429,blues-rock
The Radio Department,0,2005,142.953,shoegaze
Matt Redman,0,2003,155.889,ccm
Ec8or,0,2000,100.006,hardcore techno
Go Fish,0,0,115.931,male vocalist
Maroon 5,0,2002,102.143,pop
YGGDRASIL,0,0,165.204,viking metal
Paul Brown,0,2005,114.017,smooth jazz
Corona,0,0,132.965,europop
Jody Bernal,0,0,135.058,europop
Red Hot Chili Peppers,0,0,105.294,rap rock
Renee Rosnes,0,0,105.045,hard bop
Dee Clark,0,0,130.848,doo-wop
Adam Ant,0,0,136.176,pop rock
Showbread,0,2006,112.734,post-hardcore
Busta Rhymes feat. Linkin Park,0,0,92.344,hip hop
Pitch Black,0,0,120.004,chill-out
Scott Krippayne,0,0,122.1,ccm
Julien Clerc,0,0,202.999,chanson
Negura Bunget,0,2006,130.84,black metal
Annie Philippe,0,0,109.1,chanson
Fat Joe,0,0,77.56,gangster rap
R. Carlos Nakai,0,0,203.737,chamber jazz
Finntroll,0,2010,95.035,heavy metal
Crazy Horse,0,0,146.473,country rock
Mychael Danna & Jeff Danna,0,0,121.186,celtic
Marc Perrone,0,0,207.152,musette
Bad Azz,0,0,96.042,gangster rap
Grey Area,0,1997,127.221,future jazz
Lot Lorien,0,2007,160.212,ballad
Paul Carrack,0,1989,99.961,blue-eyed soul
Dan Cummins,0,0,80.929,united states
The Impressions,0,0,122.507,chicago soul
Jeff Scott Soto,0,2002,124.845,symphonic rock
Beherit,0,1995,111.125,illbient
The Distillers,0,2000,140.823,grunge
Kitaro,0,1999,98.763,chill-out
Big Star,0,0,122.548,power pop
Tiny Tim,0,0,88.858,cabaret
Khold,0,0,89.063,black metal
Jennifer Lopez,0,2002,95.648,dance pop
Melt Banana,0,0,107.447,noise rock
Van Halen,0,1983,200.52,heavy metal
Sister Hazel,0,2010,100.029,post-grunge
The Antlers,0,2007,150.314,chamber pop
Banda La Bocana,0,0,106.689,merengue
George Hamilton IV,0,0,187.045,country gospel
Heaven 17,0,1996,133.057,new romantic
Eddie Boyd,0,0,110.14,chicago blues
RUN-DMC,0,1985,99.948,hip hop
Justin Timberlake,0,0,86.964,rock
Russ Morgan,0,0,116.587,orchestra
Orquesta America,0,1997,110.326,charanga
The Golden Age Orchestra_ Paul SummerA ,0,0,133.471,easy listening
Sharon Burch,0,1999,85.319,folk rock
Mons Leidvin Takle,0,0,66.22,lullaby
Simon Harris,0,0,105.948,hip house
Aerosmith,0,1989,115.106,blues-rock
The Cat's Miaow,0,2003,92.966,shoegaze
Pyranja,0,0,117.991,pop rap
Sade,0,2010,87.553,quiet storm
2-Gether feat. Sarinah,0,0,85.291,boy band
All Leather,0,0,145.859,digital hardcore
Danny Barnes,0,2005,83.277,progressive bluegrass
Goldfish,0,2004,104.031,chill-out
Premiums,0,0,120.177,concerto
Les Ogres De Barback,0,2001,71.084,chanson
Kix,0,0,196.865,heavy metal
Stevie Ray Vaughan And Double Trouble,0,2005,150.582,texas blues
David Jalbert,0,0,151.715,los angeles
Cassidy featuring Swizz Beatz,0,0,104.091,pop rap
Javier Navarrete,0,0,98.077,orchestra
Nickelback,0,2005,164.025,alternative metal
Double Image,0,0,135.092,marimba
Tony Matterhorn,0,0,135.005,reggaeton
Gus Viseur,0,0,225.812,gypsy jazz
Hank Locklin,0,0,150.439,honky tonk
J. Karjalainen & Mustat Lasit,0,0,70.802,suomi rock
James Newton Howard,0,0,141.233,instrumental pop
Terry Riley,0,1992,95.074,free improvisation
Joy Enriquez,0,2001,96.087,tribal house
The Stems,0,0,147.847,power pop
Malefaction,0,2003,137.795,grindcore
Sonora Carruseles,0,1999,76.799,salsa
La Portuaria,0,0,96.001,disco
Julio Iglesias Jr,0,2008,150.071,j pop
Big One,0,0,128.505,art rock
Nicole Mullen,0,0,94.012,ccm
Irtio,0,0,100.022,celtic
Slipknot,0,0,146.577,rap metal
Kane,0,1999,192.476,blues-rock
Groupa,0,1999,85.548,neofolk
Sleepy John Estes,0,1965,85.193,country blues
Nickelback,0,2008,89.958,alternative metal
Paul Taylor,0,0,66.407,smooth jazz
Kathy Troccoli,0,2005,88.55,ccm
Josh White,0,0,90.031,delta blues
Gene Autry,0,0,142.858,classic country
Britney Spears,0,2000,95.066,dance pop
R.E.M.,0,2004,107.55,jangle pop
GAPsta Ekman / Tage Danielsson,0,0,79.416,vaudeville
Spunk,0,2005,118.721,free improvisation
The Avengers,0,0,185.255,rock
Gaither Vocal Band,0,2003,85.103,ccm
Bad Company,0,1974,97.701,blues-rock
Kathy Troccoli,0,0,92.204,ccm
Ann Hampton Callaway,0,2005,206.978,vocal jazz
Mariachi Silvestre Vargas,0,2006,88.457,mariachi
Bill Engvall,0,0,94.501,comedy
Nightfall,0,2004,105.061,doom metal
Bill Cosby,0,1973,70.535,comedy
Tony Joe White,0,0,127.102,country rock
Screaming Lord Sutch,0,1982,144.104,psychobilly
Owl City,0,2008,115.02,synthpop
Michael Salgado,0,0,155.126,tejano
Keb' Mo',0,2000,104.204,blues
Telecast,0,0,96.005,modern rock
Cedric Gervais feat. Second Sun,0,0,124.063,progressive house
Youves,0,2008,142.001,dance-punk
Dionne Warwick,0,2006,87.447,brill building pop
AFI,0,2009,157.944,post-hardcore
Oak Ridge Boys,0,0,90.726,classic country
Belphegor,0,2008,116.897,black metal
Les Ogres De Barback,0,1999,99.839,chanson
Julio Iglesias Jr.,0,0,100.518,j pop
Orquesta Aragon,0,0,116.683,charanga
Dallas Holm,0,0,167.461,ccm
Mighty Mighty Bosstones,0,1992,143.257,ska punk
Jacques Douai,0,0,120.56,chanson
STEVE CAMP,0,0,110.061,ccm
Russ Taff,0,0,146.622,ccm
Cornel Campbell,0,0,80.862,roots reggae
Brazilian Tropical Orchestra,0,0,89.737,bossa nova
Tina Ann,0,2003,134.017,progressive house
Brooke White,0,2009,89.665,pop rock
Arthur Tracy,0,1993,58.69,vaudeville
Alex Ubago,0,2009,135.016,latin pop
themselves,0,2003,95.779,experimental pop
The Ocean,0,0,140.174,sludge metal
Miguel Migs,0,0,125.005,progressive house
The Jeff Healey Band,0,1988,111.865,blues-rock
Bravehearts featuring Nas and Jully Black,0,0,92.962,hip hop
Willie Barcena,0,0,72.188,comedy
DJ Rashad,0,0,106.446,ghetto tech
Yuppie Pricks,0,0,160.039,rock
Bloomfield,0,2006,179.976,deep house
Hacken Lee,0,0,132.174,cantonese pop
Tones On Tail,0,1987,95.425,dark wave
ARRESTED DEVELOPMENT,0,0,97.955,hip hop
The Ataris,0,2006,174.468,pop punk
The Jordanaires,0,0,114.346,country gospel
Dictafone,0,0,129.983,chanson francaise
U2,40,1992,146.826,dance rock
Ayo,0,2006,57.639,neo soul
John Sebastian,0,1976,101.971,folk rock
X-ecutioners featuring M.O.P.,0,2001,185.498,turnablism
Hevia,0,2005,124.006,folk rock
Maximilian Hecker,0,2004,77.006,chamber pop
Frost,0,0,126.946,gangster rap
Slackbaba,0,2006,88.644,chill-out
Sunscreem,0,1995,130.201,progressive house
FU-Schnickens,0,1992,101.871,comedy rap
Agnostic Front,0,1999,151.184,hardcore punk
The Mars Volta,0,2003,112.486,experimental rock
Kitty Kallen,0,0,121.56,cool jazz
Hoods,0,0,60.308,hardcore punk
Leon Lai,0,0,86.005,chinese music
The Winans,0,0,106.515,ccm
Streetwize,0,0,101.311,smooth jazz
The Shirelles,0,1963,116.764,doo-wop
Bingo Players,0,0,128.013,tech house
Jack Johnson,0,2000,147.602,rock
Catupecu Machu,0,2004,126.992,electro rock
Dee Clark,0,0,148.341,doo-wop
Kathy Mattea,0,2002,79.091,bluegrass
City High,0,2001,191.548,hip hop
ThA(c)ophil,0,0,77.827,french pop
Line Renaud,0,1994,121.852,chanson
Hal Russell,0,0,126.71,free jazz
Mau Mau,0,2000,89.672,progressive house
Zagar feat. Underground Divas,0,0,115.029,future jazz
Bert Kaempfert,0,1997,161.804,easy listening
Autumnblaze,0,2009,159.886,doom metal
Molesta Ewenement,0,0,185.592,hip hop
Tommy James And The Shondells,0,1989,142.963,brill building pop
Chico Cesar,0,2008,163.99,brazilian pop music
Pery Ribeiro,0,0,87.61,bossa nova
Pedro Luis e a Parede,0,1997,159.134,samba
Fran Perea,0,2005,90.645,celtic
Martina McBride,0,1993,175.954,country
Reach 454,0,2003,95.953,post-grunge
Roy Brown,0,0,157.087,jump blues
Unwritten Law,0,0,80.472,post-grunge
Busdriver,0,2005,123.998,alternative hip hop
Jude Cole,0,0,159.673,pop rock
La 5A Estacion,0,0,100.266,pop rock
Primordial,0,1998,186.12,folk metal
Christophe Beck,0,2002,131.487,electronica
Mike Vax,0,2001,107.411,hard bop
Capleton,0,1997,161.737,dancehall
Blind Willie Johnson,0,1991,80.16,texas blues
Solomon,0,0,199.792,hip pop
MarAa Elena Walsh,0,0,104.272,lullaby
Martin Sexton,0,1998,86.805,blue-eyed soul
Richard Souther,0,0,88.796,chill-out
The Chieftains,0,1977,105.539,irish folk
Stephan Micus,0,2002,85.816,free improvisation
Darden Smith,0,1990,153.974,blues-rock
Kinky,0,0,124.995,alternative dance
The Last Days Of Jesus,0,2004,145.185,deathrock
Radiohead,0,2009,111.629,british pop
Dub Pistols feat. TK & Ashley Slater,0,2009,111.997,big beat
Paris_ Texas,0,2002,100.532,big beat
Gene Pitney,0,1986,93.301,brill building pop
FFH,0,2003,138.504,ccm
John Mellencamp,0,1987,134.929,heartland rock
Hadag Nahash,0,0,167.831,hip hop
Los AutA(c)nticos Decadentes,0,1997,140.823,cumbia
Bob Willis,0,2000,121.923,western swing
Dynamite Deluxe,0,2000,87.844,hip hop
Richie Ray & Bobby Cruz,0,0,219.131,salsa
New Direction,0,1999,56.703,gospel
Soulwax,0,1996,111.223,dance rock
Phantom Planet,0,2004,105.902,power pop
The Doors,0,0,66.155,classic rock
Hysterie,0,0,131.986,tech house
Eiffel 65,0,0,130.039,europop
Tony Joe White,0,1993,139.905,country rock
Set Your Goals,0,2006,131.639,pop punk
Marisela,0,0,134.192,cumbia
Jaco & Mixxmaster,0,2008,136.981,trance
Jimmy McCracklin,0,2002,101.241,piano blues
Marilyn Horne,0,0,47.97,opera
Jane's Addiction,0,2003,92.099,alternative metal
Every Time I Die,0,2000,187.401,alternative metal
Vodka Collins,0,0,120.253,glam rock
King Tee,0,0,108.301,hip hop
BerrogA1/4etto,0,0,105.101,gaita
Mark Lowry,0,0,106.549,ccm
Jackie Wilson,0,1958,136.749,chicago soul
Solistiyhtye Suomi,0,0,192.297,german pop
Chico Hamilton Quintet,0,0,165.476,soul jazz
Edmundo Ros,0,0,232.436,samba
Save As,0,0,125.032,soul music
Klimperei,0,0,157.376,freestyle
William Orbit,0,1993,152.084,progressive house
The Killers,0,0,86.958,rock
Mad Are Sane_ The,0,1984,196.196,punk
Olivier Messiaen,0,0,85.599,religious music
Workhorse,0,2007,60.15,dirty south rap
Crowbar,0,0,189.288,sludge metal
The Pharcyde,0,2004,97.594,rap
Wayne Watson,0,0,114.528,ccm
Bad Azz,0,0,102.922,gangster rap
"MichA""le Bernard",0,2006,234.361,chanson
Lara Fabian,0,1994,109.965,ballad
Abrar - Ul - Haq,0,0,89.077,bhangra
Vivian,0,0,145.021,happy hardcore
Seal,0,2005,133.193,dance pop
Scott Glasgow,0,0,16.258,contemporary classical music
Faron Young,0,1994,74.894,honky tonk
Djelimady Tounkara,0,2005,145.93,latin jazz
Kurt Tepperwein,0,0,113.487,meditation
Juan Diego FlA3rez / Orquesta SinfA3nica de Madrid / JesAos LA3pez-Cobos,0,0,36.624,opera
Mary Black & General Humbert,0,1984,99.237,country rock
Moros Eros,0,2007,90.291,experimental pop
Pierre Perret,0,1994,111.682,chanson
Speech,0,2003,73.11,hip hop
Jean Corti,0,2001,163.567,chanson
Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul,0,0,109.721,opera
Harry Gregson-Williams,0,2003,145.971,video game music
Tam Tam Go!,0,1999,130.402,pop rock
David Zinman,0,0,131.917,easy listening
Zeromancer,0,2010,120.072,industrial rock
Salt-N-Pepa,0,1988,127.597,pop rap
Atomic Rooster,0,1972,124.714,hard rock
Alfredo Kraus,0,0,110.034,opera
Captain Beefheart & The Magic Band,0,0,186.23,blues-rock
Mike And The Mechanics,0,1988,132.167,pop rock
Maroon 5,0,2002,145.999,pop
The Tarriers,0,0,148.294,folk-pop
The Four Pennies,0,0,101.295,brill building pop
The Flesh,0,0,86.09,post-grunge
Michael Whalen,0,0,112.706,meditation
Amorphis,0,1992,122.483,progressive metal
Thomas Dolby,0,0,114.595,pop rock
BA1/4lent Ceylan,0,0,78.437,cabaret
Rockit,0,0,103.015,tech house
Kris Gruen,0,0,105.217,lullaby
Bonita,0,0,104.035,reggaeton
Moraes Moreira,0,0,128.544,latin jazz
Orbital,0,1994,87.982,techno
20/20,0,0,119.446,power pop
4 Skins,0,0,82.98,oi
Bryan White,0,1999,151.528,country
Betika_ Daouda,0,0,179.999,zouk
John Holt,0,0,171.597,lovers rock
Billy Pilgrim,0,1995,137.296,folk-pop
Mungo Jerry,0,1995,88.58,pop rock
DeGarmo & Key,0,0,132.786,ccm
Robben Ford,0,1988,137.23,blues-rock
Curtis Mayfield,0,1979,237.466,chicago soul
Oscar Peterson Trio,0,0,138.256,chill-out
Dax Riggs,0,2007,75.452,blues-rock
Porno For Pyros,0,0,194.691,dance rock
The Ronettes,0,1991,114.047,brill building pop
My Little Airport,0,0,92.975,twee pop
JosA(c)lito,0,0,116.618,chanson
Rick Astley,0,1993,150.112,dance pop
The James Taylor Quartet,0,1996,106.552,jazz funk
Joe Bataan,0,2005,87.467,salsa
Joe Grushecky,0,0,136.326,heartland rock
Jose Luis Perales,0,2008,136.478,latin pop
Angelo Badalamenti / Keira Knightley,0,0,123.797,chill-out
Carlos Vives,0,2000,132.358,vallenato
Jeff And Sheri Easter,0,0,119.983,southern gospel
Bill & Gloria Gaither,0,0,42.797,country gospel
Markus,0,0,130.023,neue deutsche welle
Jack Johnson,0,2008,241.818,rock
Usher Featuring The Nu Beginning,0,2004,118.099,hip hop
Skeeter Davis,0,1988,102.117,country rock
Blue Rodeo,0,1992,126.1,country rock
Charlie Louvin,0,0,130.231,country gospel
Bob Marley & The Wailers,0,2007,148.684,reggae
Juan Farcik,0,0,124.969,tech house
Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,0,0,111.643,opera
Hoodfellas,0,0,130.011,gabba
Jackie Edwards,0,2003,157.177,rock steady
Carmen Y Laura,0,0,125.45,tejano
Jacques Dutronc,0,1969,98.733,chanson
Edmond Leung,0,0,137.686,cantonese pop
New York Dolls,0,0,110.056,glam rock
Junior Reid,0,1994,165.469,roots reggae
Screamin' Jay Hawkins,0,1995,63.263,rock 'n roll
Steve Erquiaga,0,0,141.706,smooth jazz
The Shirrows,0,0,123.491,freakbeat
Charlie Khan,0,0,140.197,cabaret
Mighty Joe Young,0,0,119.52,chicago blues
Dream Warriors,0,1996,106.821,jazz rap
Don Gibson,0,1959,81.832,country rock
Fall Out Boy,0,2008,160.109,pop punk
Mau Mau,0,0,107.983,progressive house
Dakis,0,0,109.08,greek
Steven Halpern,0,0,134.538,meditation
Lari White,0,0,137.002,cabaret
Brenda Lee,0,0,124.291,ballad
Roy Rogers,0,0,100.451,western swing
George Schuller,0,0,103.022,bebop
IMISKOUBRIA featuring Etsi De,0,0,100.003,reggae
Miossec,0,2004,89.013,chanson
Opals,0,0,155.611,chicago soul
Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,0,2009,201.494,gangster rap
Cornell Campbell,0,1997,141.257,roots reggae
Behemoth,0,2002,114.929,black metal
Dickies,0,0,70.183,peace punk
Faith Hill,0,1998,141.705,country
DJ Clue / Fabolous Sport,0,0,193.919,gangster rap
Kool Moe Dee,0,1991,107.022,hip hop
Madonna,0,2008,127.999,dance pop
Bobaflex,0,2005,93.033,rap metal
Behemoth,0,0,139.115,black metal
Benga,0,2006,87.468,dubstep
Tha Liks,0,2001,160.267,los angeles
Teenage Fanclub,0,1991,116.239,power pop
Hins Cheung,0,2008,149.765,cantonese pop
4 Skins,0,0,90.787,oi
Anita Kerr,0,0,94.771,country gospel
Ten Years After,0,1970,106.145,blues-rock
Vangelis,0,1977,149.423,progressive rock
Black Eyed Peas,0,2000,204.304,hip hop
Danielle Bollinger,0,2006,129.986,tribal house
Martina McBride,0,1999,40.384,country
Dora The Explorer,0,2008,141.961,goregrind
Jim Bryson,0,0,97.431,singer-songwriter
Adrenalin O.D.,0,1986,106.002,hardcore punk
Joe Graves & The Diggers,0,0,88.947,lounge music
Johnny Horton,0,2005,104.284,country rock
U2,0,1981,94.838,dance rock
Eddie,0,2007,160.089,frevo
Dean Evenson,0,0,98.442,meditation
Vincent Bruley,0,0,134.028,fusion
ZO2,0,2007,88.344,hard rock
Brent Lamb,0,0,142.978,country gospel
April Wine,0,1979,127.463,pop rock
Mannheim Steamroller,0,2009,96.002,instrumental pop
Alex Ubago,0,2009,121.687,latin pop
Arctique,0,0,130.004,vocal trance
Eric Burdon,0,0,149.527,blues-rock
MAY=negarm,0,2007,147.91,viking metal
Jean Corti,0,0,86.686,chanson
Mariah Carey,0,1997,95.929,dance pop
James Horner,0,2003,95.543,rock
Jacky Cheung,0,0,169.898,cantonese pop
